kind,api-version,name,policy,config-policy,standard,category,control,source,policy-dir
MachineConfigPool,machineconfiguration.openshift.io/v1,worker-cnf,policy-pao-operator,policy-workercnf-mcp,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-pao-operator/policies/policy-pao-operator/config-policies/policy-workercnf-mcp/MachineConfigPool.worker-cnf.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-pao-operator/policies/policy-pao-operator
Namespace,v1,volsync-system,volsync-policy,policy-volsync-namespace,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy/config-policies/policy-volsync-namespace/Namespace.volsync-system.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy
Application,app.k8s.io/v1beta1,volsync,volsync-policy,policy-volsync-application,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy/config-policies/policy-volsync-application/Application.volsync.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy
Channel,apps.open-cluster-management.io/v1,volsync,volsync-policy,volsync-replication-channel,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy/config-policies/volsync-replication-channel/Channel.volsync.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy
Subscription,apps.open-cluster-management.io/v1,volsync-subscription,volsync-policy,policy-volsync-subscription,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy/config-policies/policy-volsync-subscription/Subscription.volsync-subscription.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy
PlacementRule,apps.open-cluster-management.io/v1,volsync-placement,volsync-policy,volsync-replication-placement,NIST 800-53,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy/config-policies/volsync-replication-placement/PlacementRule.volsync-placement.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-persistent-data-management/policies/volsync-policy
PodDisruptionBudget,policy/v1,nginx-pdb,policy-pod-disruption-budget-templatized,policy-pod-disruption-budget-templatized,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-pod-disruption-budget-templatized/policies/policy-pod-disruption-budget-templatized/config-policies/policy-pod-disruption-budget-templatized/PodDisruptionBudget.nginx-pdb.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-pod-disruption-budget-templatized/policies/policy-pod-disruption-budget-templatized
Pod,v1,sample-nginx-pod,policy-pod,policy-pod-example,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-pod-placement/policies/policy-pod/config-policies/policy-pod-example/Pod.sample-nginx-pod.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-pod-placement/policies/policy-pod
IngressController,operator.openshift.io/v1,default,policy-proxy-protocol,policy-proxy-protocol,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-proxy-protocol/policies/policy-proxy-protocol/config-policies/policy-proxy-protocol/IngressController.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-proxy-protocol/policies/policy-proxy-protocol
Namespace,v1,openshift-ptp,policy-ptp-operator,policy-ptp-ns,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator/config-policies/policy-ptp-ns/Namespace.openshift-ptp.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator
OperatorGroup,operators.coreos.com/v1,ptp-operators,policy-ptp-operator,policy-ptp-operatorgroup,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator/config-policies/policy-ptp-operatorgroup/OperatorGroup.ptp-operators.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator
Subscription,operators.coreos.com/v1alpha1,ptp-operator-subscription,policy-ptp-operator,policy-ptp-subscription,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator/config-policies/policy-ptp-subscription/Subscription.ptp-operator-subscription.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator
PtpOperatorConfig,ptp.openshift.io/v1,default,policy-ptp-operator,policy-ptp-operatorconfig,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator/config-policies/policy-ptp-operatorconfig/PtpOperatorConfig.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator
MachineConfigPool,machineconfiguration.openshift.io/v1,worker-cnf,policy-ptp-operator,policy-workercnf-mcp,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator/config-policies/policy-workercnf-mcp/MachineConfigPool.worker-cnf.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ptp-operator/policies/policy-ptp-operator
ImagePruner,imageregistry.operator.openshift.io/v1,noname,policy-resiliency-image-pruner,policy-resiliency-image-pruner,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-resiliency-image-pruner/policies/policy-resiliency-image-pruner/config-policies/policy-resiliency-image-pruner/ImagePruner.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-resiliency-image-pruner/policies/policy-resiliency-image-pruner
Namespace,v1,openshift-dbaas-operator,policy-rhoda-operator,policy-rhoda-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator/config-policies/policy-rhoda-operator/Namespace.openshift-dbaas-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator
CatalogSource,operators.coreos.com/v1alpha1,dbaas-operator,policy-rhoda-operator,policy-rhoda-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator/config-policies/policy-rhoda-operator/CatalogSource.dbaas-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator
OperatorGroup,operators.coreos.com/v1,dbaas-operator,policy-rhoda-operator,policy-rhoda-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator/config-policies/policy-rhoda-operator/OperatorGroup.dbaas-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator
Subscription,operators.coreos.com/v1alpha1,dbaas-operator,policy-rhoda-operator,policy-rhoda-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator/config-policies/policy-rhoda-operator/Subscription.dbaas-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhoda-operator/policies/policy-rhoda-operator
Secret,v1,rhsso-client-secret,configure-mc-rhsso-spokeresources,configure-mc-rhsso-spokeresources,NIST SP 800-53,CM Configuration Management,AC-3 Access Enforcement,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-configure-mc-spokeresources/policies/configure-mc-rhsso-spokeresources/config-policies/configure-mc-rhsso-spokeresources/Secret.rhsso-client-secret.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-configure-mc-spokeresources/policies/configure-mc-rhsso-spokeresources
ConfigMap,v1,rhsso-ca-crt,configure-mc-rhsso-spokeresources,configure-mc-rhsso-spokeresources,NIST SP 800-53,CM Configuration Management,AC-3 Access Enforcement,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-configure-mc-spokeresources/policies/configure-mc-rhsso-spokeresources/config-policies/configure-mc-rhsso-spokeresources/ConfigMap.rhsso-ca-crt.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-configure-mc-spokeresources/policies/configure-mc-rhsso-spokeresources
OAuth,config.openshift.io/v1,cluster,configure-mc-rhsso-spokeresources,configure-mc-rhsso-spokeresources,NIST SP 800-53,CM Configuration Management,AC-3 Access Enforcement,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-configure-mc-spokeresources/policies/configure-mc-rhsso-spokeresources/config-policies/configure-mc-rhsso-spokeresources/OAuth.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-configure-mc-spokeresources/policies/configure-mc-rhsso-spokeresources
Namespace,v1,rhsso,install-rhsso-operator,install-rhsso-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-install-operator/policies/install-rhsso-operator/config-policies/install-rhsso-operator/Namespace.rhsso.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-install-operator/policies/install-rhsso-operator
OperatorGroup,operators.coreos.com/v1,rhsso-opgrp,install-rhsso-operator,install-rhsso-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-install-operator/policies/install-rhsso-operator/config-policies/install-rhsso-operator/OperatorGroup.rhsso-opgrp.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-install-operator/policies/install-rhsso-operator
Subscription,operators.coreos.com/v1alpha1,rhsso-operator,install-rhsso-operator,install-rhsso-operator,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-install-operator/policies/install-rhsso-operator/config-policies/install-rhsso-operator/Subscription.rhsso-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-install-operator/policies/install-rhsso-operator
Project,project.openshift.io/v1,keycloak,policy-rhsso-operator,policy-rhsso-operator-project,NIST-CSF,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator/config-policies/policy-rhsso-operator-project/Project.keycloak.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator
OperatorGroup,operators.coreos.com/v1,keycloak-group,policy-rhsso-operator,policy-rhsso-operator,NIST-CSF,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator/config-policies/policy-rhsso-operator/OperatorGroup.keycloak-group.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator
Subscription,operators.coreos.com/v1alpha1,rhsso-operator,policy-rhsso-operator,policy-rhsso-operator,NIST-CSF,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator/config-policies/policy-rhsso-operator/Subscription.rhsso-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator
RoleBinding,rbac.authorization.k8s.io/v1,rhsso-operator-route-editor,policy-rhsso-operator,policy-rhsso-keycloak,NIST-CSF,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator/config-policies/policy-rhsso-keycloak/RoleBinding.rhsso-operator-route-editor.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator
ClusterRole,rbac.authorization.k8s.io/v1,route-editor,policy-rhsso-operator,policy-rhsso-keycloak,NIST-CSF,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator/config-policies/policy-rhsso-keycloak/ClusterRole.route-editor.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator
Keycloak,keycloak.org/v1alpha1,keycloak,policy-rhsso-operator,policy-rhsso-keycloak,NIST-CSF,CM Configuration Management,CM-2 Baseline,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator/config-policies/policy-rhsso-keycloak/Keycloak.keycloak.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-operator/policies/policy-rhsso-operator
Keycloak,keycloak.org/v1alpha1,rhsso,setup-rhsso-for-acm,setup-rhsso-for-acm,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-setup-for-acm/policies/setup-rhsso-for-acm/config-policies/setup-rhsso-for-acm/Keycloak.rhsso.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-setup-for-acm/policies/setup-rhsso-for-acm
KeycloakRealm,keycloak.org/v1alpha1,acm,setup-rhsso-for-acm,setup-rhsso-for-acm,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-setup-for-acm/policies/setup-rhsso-for-acm/config-policies/setup-rhsso-for-acm/KeycloakRealm.acm.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-rhsso-setup-for-acm/policies/setup-rhsso-for-acm
Scheduler,config.openshift.io/v1,cluster,policy-scheduler,policy-config-scheduler,NIST-CSF,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-scheduler/policies/policy-scheduler/config-policies/policy-config-scheduler/Scheduler.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-scheduler/policies/policy-scheduler
Namespace,v1,openshift-sriov-network-operator,policy-sriov-operator,policy-sriov-ns,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator/config-policies/policy-sriov-ns/Namespace.openshift-sriov-network-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator
OperatorGroup,operators.coreos.com/v1,sriov-network-operators,policy-sriov-operator,policy-sriov-operatorgroup,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator/config-policies/policy-sriov-operatorgroup/OperatorGroup.sriov-network-operators.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator
Subscription,operators.coreos.com/v1alpha1,sriov-network-operator-subscription,policy-sriov-operator,policy-sriov-subscription,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator/config-policies/policy-sriov-subscription/Subscription.sriov-network-operator-subscription.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator
SriovOperatorConfig,sriovnetwork.openshift.io/v1,default,policy-sriov-operator,policy-sriov-operatorconfig,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator/config-policies/policy-sriov-operatorconfig/SriovOperatorConfig.default.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator
Network,operator.openshift.io/v1,cluster,policy-sriov-operator,policy-sriov-operatorconfig,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator/config-policies/policy-sriov-operatorconfig/Network.cluster.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator
MachineConfigPool,machineconfiguration.openshift.io/v1,worker-cnf,policy-sriov-operator,policy-workercnf-mcp,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator/config-policies/policy-workercnf-mcp/MachineConfigPool.worker-cnf.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriov-operator/policies/policy-sriov-operator
SriovNetwork,sriovnetwork.openshift.io/v1,sriov-nw,policy-site-nw-templatized,policy-site-nw-templatized,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriovnetwork-templatized/policies/policy-site-nw-templatized/config-policies/policy-site-nw-templatized/SriovNetwork.sriov-nw.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriovnetwork-templatized/policies/policy-site-nw-templatized
ConfigMap,v1,site-config,policy-site-nw-templatized-config,policy-site-nw-templatized-config,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriovnetwork-templatized/policies/policy-site-nw-templatized-config/config-policies/policy-site-nw-templatized-config/ConfigMap.site-config.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-sriovnetwork-templatized/policies/policy-site-nw-templatized-config
Subscription,operators.coreos.com/v1alpha1,cincinnati-operator,policy-update-service,policy-update-service-subscription,NIST-CSF,CM Configuration Management,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-update-service-openshift-cluster/policies/policy-update-service/config-policies/policy-update-service-subscription/Subscription.cincinnati-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-update-service-openshift-cluster/policies/policy-update-service
UpdateService,updateservice.operator.openshift.io/v1,sample,policy-update-service,policy-update-service,NIST-CSF,CM Configuration Management,PR.IP-1 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-update-service-openshift-cluster/policies/policy-update-service/config-policies/policy-update-service/UpdateService.sample.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-update-service-openshift-cluster/policies/policy-update-service
ClusterVersion,config.openshift.io/v1,version,upgrade-cluster,upgrade-cluster,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-upgrade-openshift-cluster/policies/upgrade-cluster/config-policies/upgrade-cluster/ClusterVersion.version.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-upgrade-openshift-cluster/policies/upgrade-cluster
ClusterOperator,config.openshift.io/v1,noname,upgrade-cluster,policy-upgrade-checkclusteroperator-available,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-upgrade-openshift-cluster/policies/upgrade-cluster/config-policies/policy-upgrade-checkclusteroperator-available/ClusterOperator.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-upgrade-openshift-cluster/policies/upgrade-cluster
ClusterOperator,config.openshift.io/v1,noname,upgrade-cluster,policy-upgrade-checkclusteroperator-degraded,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-upgrade-openshift-cluster/policies/upgrade-cluster/config-policies/policy-upgrade-checkclusteroperator-degraded/ClusterOperator.noname.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-upgrade-openshift-cluster/policies/upgrade-cluster
MachineSet,machine.openshift.io/v1beta1,<infrastructureID>-infra,policy-vsphere-machineset-infra,<infrastructureID>-infra,NIST SP 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-vsphere-machine-set/policies/policy-vsphere-machineset-infra/config-policies/<infrastructureID>-infra/MachineSet.<infrastructureID>-infra.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-vsphere-machine-set/policies/policy-vsphere-machineset-infra
Namespace,v1,openshift-terminal,policy-web-terminal-operator,policy-web-terminal-operator,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-web-terminal-operator/policies/policy-web-terminal-operator/config-policies/policy-web-terminal-operator/Namespace.openshift-terminal.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-web-terminal-operator/policies/policy-web-terminal-operator
Subscription,operators.coreos.com/v1alpha1,web-terminal,policy-web-terminal-operator,policy-web-terminal-operator,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-web-terminal-operator/policies/policy-web-terminal-operator/config-policies/policy-web-terminal-operator/Subscription.web-terminal.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-web-terminal-operator/policies/policy-web-terminal-operator
BareMetalHost,metal3.io/v1alpha1,hostX,policy-ztp-node-add-static,policy-ztp-node-add-static,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ztp-node-add-static/policies/policy-ztp-node-add-static/config-policies/policy-ztp-node-add-static/BareMetalHost.hostX.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ztp-node-add-static/policies/policy-ztp-node-add-static
NMStateConfig,agent-install.openshift.io/v1beta1,hostx-nmstate,policy-ztp-node-add-static,policy-ztp-node-add-static,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ztp-node-add-static/policies/policy-ztp-node-add-static/config-policies/policy-ztp-node-add-static/NMStateConfig.hostx-nmstate.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ztp-node-add-static/policies/policy-ztp-node-add-static
BareMetalHost,metal3.io/v1alpha1,hostX,policy-ztp-node-add,policy-ztp-node-add,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-ztp-node-add/policies/policy-ztp-node-add/config-policies/policy-ztp-node-add/BareMetalHost.hostX.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-ztp-node-add/policies/policy-ztp-node-add
Deployment,apps/v1,reloader-reloader,policy-zts-cmc,policy-zts-cmc-reloader-deployment,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-cmc-deployment/policies/policy-zts-cmc/config-policies/policy-zts-cmc-reloader-deployment/Deployment.reloader-reloader.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-cmc-deployment/policies/policy-zts-cmc
ConfigMap,v1,zts-cmc-configmap,policy-zts-cmc,policy-configmap-properties-zts-cmc,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-cmc-deployment/policies/policy-zts-cmc/config-policies/policy-configmap-properties-zts-cmc/ConfigMap.zts-cmc-configmap.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-cmc-deployment/policies/policy-zts-cmc
Deployment,apps/v1,zts-cmc-app-deploy,policy-zts-cmc,policy-zts-cmc-deployment,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-cmc-deployment/policies/policy-zts-cmc/config-policies/policy-zts-cmc-deployment/Deployment.zts-cmc-app-deploy.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-cmc-deployment/policies/policy-zts-cmc
CustomResourceDefinition,apiextensions.k8s.io/v1,xcrypts.xcrypt.zettaset.com,policy-zts-xcrypt-deployment,policy-install-xcrypts-crd,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-deployment/policies/policy-zts-xcrypt-deployment/config-policies/policy-install-xcrypts-crd/CustomResourceDefinition.xcrypts.xcrypt.zettaset.com.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-deployment/policies/policy-zts-xcrypt-deployment
Deployment,apps/v1,zts-xcrypt-operator,policy-zts-xcrypt-deployment,policy-zts-xcrypt-deployment,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-deployment/policies/policy-zts-xcrypt-deployment/config-policies/policy-zts-xcrypt-deployment/Deployment.zts-xcrypt-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-deployment/policies/policy-zts-xcrypt-deployment
XCrypt,xcrypt.zettaset.com/v1alpha1,example-xcrypt,policy-zts-xcrypt-deployment,policy-zts-xcrypt-operator-executor-deployment,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-deployment/policies/policy-zts-xcrypt-deployment/config-policies/policy-zts-xcrypt-operator-executor-deployment/XCrypt.example-xcrypt.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-deployment/policies/policy-zts-xcrypt-deployment
Namespace,v1,zts-xcrypt,policy-zts-xcrypt-rbac,policy-zts-xcrypt-rbac,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac/config-policies/policy-zts-xcrypt-rbac/Namespace.zts-xcrypt.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac
ServiceAccount,v1,zts-xcrypt-operator,policy-zts-xcrypt-rbac,policy-zts-xcrypt-rbac,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac/config-policies/policy-zts-xcrypt-rbac/ServiceAccount.zts-xcrypt-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac
ClusterRole,rbac.authorization.k8s.io/v1,zts-xcrypt-operator,policy-zts-xcrypt-rbac,policy-zts-xcrypt-rbac,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac/config-policies/policy-zts-xcrypt-rbac/ClusterRole.zts-xcrypt-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac
ClusterRoleBinding,rbac.authorization.k8s.io/v1,zts-xcrypt-operator,policy-zts-xcrypt-rbac,policy-zts-xcrypt-rbac,NIST 800-53,CM Configuration Management,CM-2 Baseline Configuration,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac/config-policies/policy-zts-xcrypt-rbac/ClusterRoleBinding.zts-xcrypt-operator.0.yaml,./work/c2p-output/parsed/CM-Configuration-Management/policy-zts-xcrypt-rbac/policies/policy-zts-xcrypt-rbac
